Customer Key,Original Name,Master Customer Name,Industrial Group,Industry Detail,NAICS,Method,Status,Confidence,Rationale,Support Category,Company Website,Source
TN992026SERV_GP,Farragut Pointe C/O Flagship Healthcare Properties,Flagship Healthcare Properties,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Flagship Healthcare Properties'),,,SERV_GP
TN992103SERV_GP,Fazio Llc Cd/Ba Voodoo Brewing Company,Fazio Cdba Voodoo Brewing,Commercial Services,Brewpub / Hospitality,722511,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,voodoobrewery.com,SERV_GP
FCL BUILDERSMECH_GP,"Fcl Builders, Llc",Fcl Builders,Construction,,23,Rule-Based,,High,"Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Fcl Builders, Llc')",,,MECH_GP
FECONMECH_GP,Fecon,Fecon,Manufacturing,Forestry Equipment Mfg,333120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,fecon.com,MECH_GP
FEDERATEDMECH_GP,Federated Logistics,Federated Logistics,Commercial Services,Logistics,488510,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,fedlogistics.com,MECH_GP
CN950035SERV_GP,Feintool Cincinnati Inc.,Feintool Cincinnati,Manufacturing,Metal Forming & Stamping,332119,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,feintool.com,SERV_GP
FEINMECH_GP,Feintool Cincinnati Inc.,Feintool Cincinnati,Manufacturing,Metal Forming & Stamping,332119,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,feintool.com,MECH_GP
FERGUSON BATHMECH_GP,Ferguson Bath & Kitchen Gallery,Ferguson Bath and Kitchen Gallery,Commercial Services,Plumbing Fixtures Retail,444190,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,ferguson.com,MECH_GP
FERGUSON CONSTMECH_GP,Ferguson Construction Co.,Ferguson Construction,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Ferguson Construction Co.'),,,MECH_GP
CN992203SERV_GP,Ferguson Construction Group,Ferguson Construction Group,Construction,,23,Rule-Based,,High,Matched construction keyword; Deterministic keyword/pattern match (evidence: 'Ferguson Construction Group'),,,SERV_GP
CN992073SERV_GP,Festo Corp,Festo,Manufacturing,Automation Technology,335314,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,festo.com,SERV_GP
DY991088SERV_GP,Fiera Capital,Fiera Capital,Financial Services,Investment Management,523930,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,fieracapital.com,SERV_GP
TN992027SERV_GP,"Fillauer Land Tennessee, Llc And Cornerstone Commercial Real Est",Fillauer Land Tennessee and Cornerstone Commercial Real Est,Commercial Real Estate,Real Estate,531110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
FINNEGAN & JAMEMECH_GP,"Finnegan & James, Llc",Finnegan and James,Commercial Services,Marketing & Brand Strategy Consulting,5418,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,finneganandjames.com,MECH_GP
FIRESTONEMECH_GP,"Firestone Diversified Products, Llc",Firestone Diversified Products,Manufacturing,Air Springs Mfg,336390,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,firestoneairide.com,MECH_GP
IN990117SERV_GP,Firestone Industrial Products,Firestone Industrial Products,Manufacturing,Air Springs Mfg,336390,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,firestoneairide.com,SERV_GP
TN992159SERV_GP,First Baptist Church Kingsport Inc,First Baptist Church Kingsport,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Baptist Church Kingsport Inc'),,,SERV_GP
FIRSTBAPTISTMECH_GP,First Baptist Church Of Bowling Green,First Baptist Church of Bowling Green,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Baptist Church Of Bowling Green'),,,MECH_GP
LV990389SERV_GP,First Baptist Church Of Bowling Green,First Baptist Church of Bowling Green,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Baptist Church Of Bowling Green'),,,SERV_GP
TN991884SERV_GP,First Baptist Church Of Chattanooga,First Baptist Church of Chattanooga,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Baptist Church Of Chattanooga'),,,SERV_GP
IN990505SERV_GP,First Baptist Church Of Greencastle,First Baptist Church of Greencastle,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Baptist Church Of Greencastle'),,,SERV_GP
TN991734SERV_GP,First Baptist Church Sweetwater,First Baptist Church Sweetwater,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Baptist Church Sweetwater'),,,SERV_GP
WV990271SERV_GP,First Exchange Bank,First Exchange Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Exchange Bank'),,,SERV_GP
NV15044SERV_GP,First Federal Bank Burns,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
NV15048SERV_GP,First Federal Bank Centerville,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
NV15050SERV_GP,First Federal Bank Charlotte,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
NV15045SERV_GP,First Federal Bank Dickson,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
NV15049SERV_GP,First Federal Bank Fairview,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
NV15046SERV_GP,First Federal Bank Hwy 46 Dickson,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
NV15047SERV_GP,First Federal Bank Main,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
NV15053SERV_GP,First Federal Bank Mcewen,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
NV15051SERV_GP,First Federal Bank Vanleer,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
NV15052SERV_GP,First Federal Bank White Bluff,First Federal Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Federal Bank'),,,SERV_GP
CN991859SERV_GP,First Highland Group,First Highland Group,Commercial Real Estate,Real Estate Investment,531110,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,SERV_GP
FIRST HIGHLANDMECH_GP,First Highland Management & Development Co,First Highland Management and Development,Commercial Real Estate,,531,Rule-Based,,High,Matched real estate keyword; Deterministic keyword/pattern match (evidence: 'First Highland Management & Development Co'),,,MECH_GP
FTN001SERV_GP,First Horizon Bank,First Horizon Bank,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Horizon Bank'),,,SERV_GP
DY991114SERV_GP,First Medical Plaza,First Medical Plaza,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'First Medical Plaza'),,,SERV_GP
TN992180SERV_GP,First Methodist Church Of Sweetwater,First Methodist Church of Sweetwater,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Methodist Church Of Sweetwater'),,,SERV_GP
IN990484SERV_GP,First Presbyterian Church,First Presbyterian Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Presbyterian Church'),,,SERV_GP
NV00140SERV_GP,First Presbyterian Church Of Nashville,First Presbyterian Church of Nashville,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First Presbyterian Church Of Nashville'),,,SERV_GP
CN980095SERV_GP,First Student Inc.,First Student,Commercial Services,School Bus Transportation,485410,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,firststudentinc.com,SERV_GP
TN991650SERV_GP,First Tennessee Bank - Billing,First Tennessee Bank Billing,Financial Services,,52,Rule-Based,,High,Matched financial keyword; Deterministic keyword/pattern match (evidence: 'First Tennessee Bank - Billing'),,,SERV_GP
NV00105SERV_GP,First United Methodist Church - Murfreesboro,First United Methodist Church Murfreesboro,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First United Methodist Church - Murfreesboro'),,,SERV_GP
TN991906SERV_GP,First United Methodist Church Of Oak Ridge,First United Methodist Church of Oak Ridge,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'First United Methodist Church Of Oak Ridge'),,,SERV_GP
NV00148SERV_GP,Fischer Stainless Steel Tubing,Fischer Stainless Steel Tubing,Manufacturing,,31-33,Rule-Based,,High,Matched manufacturing keyword; Deterministic keyword/pattern match (evidence: 'Fischer Stainless Steel Tubing'),,,SERV_GP
FISHER AUTO PARMECH_GP,Fisher Auto Parts,Fisher Auto Parts,Commercial Services,Auto Parts Distribution,441310,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,fisherautoparts.com,MECH_GP
CN950156SERV_GP,Fisher Scientific,Fisher Scientific,Commercial Services,Laboratory Supplies,423490,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,fishersci.com,SERV_GP
"FISHER, RICHMECH_GP","Fisher, Rich",Fisher Rich,Individual / Misc,,,Rule-Based,,High,"Matched personal-name pattern; Deterministic keyword/pattern match (evidence: 'Fisher, Rich')",,,MECH_GP
IN990402SERV_GP,Fishers Medical Group C/O Alo Property Management,Fishers Medical Group,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Fishers Medical Group C/O Alo Property Management'),,,SERV_GP
CN992254SERV_GP,Fithian Etowah Spe Llc,Fithian Etowah Spe,Commercial Real Estate,Property SPE,5311,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
FITWORKSMECH_GP,Fitworks Holding Llc,Fitworks Holding,Commercial Services,Business Services,,Heuristic,,Low,Matched weak business-services signal; Weak-signal best guess (evidence: 'Fitworks Holding Llc'),,,MECH_GP
CN992002SERV_GP,Five Below,Five Below,Commercial Services,Specialty Retail,452210,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,fivebelow.com,SERV_GP
CN990944SERV_GP,Fives,Fives,Manufacturing,Industrial Engineering,333249,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,fivesgroup.com,SERV_GP
LV990527SERV_GP,Fives Intralogistics Corp,Fives Intralogistics,Manufacturing,Automated Material Handling,333922,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,fivesgroup.com,SERV_GP
LX990376SERV_GP,Flagship Alysheba Lexington Llc C/O Flagship Healthcare Property,Flagship Healthcare Properties,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Flagship Healthcare Properties'),,,SERV_GP
NV00135SERV_GP,Flagship Healthcare Properties Llc,Flagship Healthcare Properties,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Flagship Healthcare Properties'),,,SERV_GP
TN992098SERV_GP,Flagship Knoxville Parkside Llc C/O Flagship Healthcare Properti,Flagship Healthcare Properties,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Flagship Healthcare Properties'),,,SERV_GP
LV990457SERV_GP,Flagship New Albany Grant Line Llc C/O Flagship Healthcare Prope,Flagship Healthcare Properties,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Flagship Healthcare Properties'),,,SERV_GP
NV15065SERV_GP,Flagship Physicians Jackson Llc C/O Flagship Healthcare Properti,Flagship Healthcare Properties,Healthcare / Senior Living,,62,Rule-Based,,High,Matched healthcare keyword; Deterministic keyword/pattern match (evidence: 'Flagship Healthcare Properties'),,,SERV_GP
NV00100SERV_GP,Flat Rock Industrial Holdings Lp C/O Cbre,CBRE,Commercial Real Estate,Property Management / Brokerage,5313,Entity Inference,,Medium,Matched known entity 'CBRE'; Known/recognized entity mapping (evidence: 'CBRE'),,,SERV_GP
LX990486SERV_GP,Fleming County Hospital,Fleming County Hospital,Municipal / Local Government,,92,Rule-Based,,High,Matched county/agency keyword; Deterministic keyword/pattern match (evidence: 'Fleming County Hospital'),,,SERV_GP
LX990398SERV_GP,Fleming County Schools,Fleming County Schools,Public Schools (K–12),,611,Rule-Based,,High,Matched public school district keyword; Deterministic keyword/pattern match (evidence: 'Fleming County Schools'),,,SERV_GP
TN992131SERV_GP,Flex N Gate,Flex N Gate,Manufacturing,Automotive plastics,326199,Entity Inference,Final,High,Analyst-approved override (method: Entity Inference),,,SERV_GP
IN990131SERV_GP,Flexpac,Flexpac,Commercial Services,Packaging Distribution,424130,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,flexpac.com,SERV_GP
CN992045SERV_GP,Flint Group,Flint Group,Manufacturing,Printing Inks & Coatings,325910,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,flintgrp.com,SERV_GP
FLINT GROUPMECH_GP,Flint Group,Flint Group,Manufacturing,Printing Inks & Coatings,325910,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,flintgrp.com,MECH_GP
CN960042SERV_GP,Florence Baptist Church,Florence Baptist Church,Non-Profit / Religious,,81,Rule-Based,,High,Matched religious/non-profit keyword; Deterministic keyword/pattern match (evidence: 'Florence Baptist Church'),,,SERV_GP
NV00012SERV_GP,Florim Usa,Florim USA,Manufacturing,Ceramic Tile Mfg,327120,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,milestonetiles.com,SERV_GP
LX990449SERV_GP,Flowers Bakery,Flowers Bakery,Manufacturing,Commercial Bakery,311812,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,flowersfoods.com,SERV_GP
TN992106SERV_GP,Flowers Baking Co. Of Knoxville,Flowers Baking of Knoxville,Commercial Services,Food distribution,424490,Rule-Based,Final,High,Analyst-approved override (method: Rule-Based),,,SERV_GP
NV15023SERV_GP,Flowers Baking Company Crossville,Flowers Baking Crossville,Manufacturing,Commercial Bakery,311812,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,flowersfoods.com,SERV_GP
IN990390SERV_GP,Fluid Handling Technology,Fluid Handling Technology,Manufacturing,"Pumps, Valves & Fluid Systems Manufacturing",333,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,fluidhandlingtechnology.com,SERV_GP
IN990420SERV_GP,"Flutes Hanna Ave, Llc",Flutes Hanna Ave,Manufacturing,Corrugated Packaging,322211,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,flutescorrugated.com,SERV_GP
